Código,Nombre común,Nombre científico,Tipo de planta
TR-022,,Ruellia makoyana,HERB_PERENNES
TR-013,,Ruellia simplex,HERB_PERENNES
CA-009,,Ruschia lineolata,CACTACEA/SUCULENTA
TR-014,,Ruspolia seticalyx,HERB_PERENNES
ST-001,,Ruttya fruticosa 'Yellow',HERB_PERENNES
LAOD,Guisante de jardín,Lathyrus odoratus,TAPIZANTE/TREPADORA
TR-369,,Smallanthus sonchifolius,ARBUSTO
CA-072,,Sansevieria cylindrica,CACTACEA/SUCULENTA
TR-144,,Sansevieria trifasciata,CACTACEA/SUCULENTA
ST-089,,Sarcococca ruscifolia,ARBUSTO
ST-218,,Saxifraga stolonifera,HERB_PERENNES
TR-093,,Schefflera elegantissima,SUBTROPICAL/TROPICAL
ST-033,,Schefflera heptaphylla,SUBTROPICAL/TROPICAL
ST-034,,Schefflera veitchii,SUBTROPICAL/TROPICAL
CA-295,,Kleinia grantii,CACTACEA/SUCULENTA
KAX,Kalanchoes,Kalanchoe sp,CACTACEA/SUCULENTA
TR-198,,Schlumbergera × buckleyi,SUBTROPICAL/TROPICAL
CA-339,,Sedum burrito,CACTACEA/SUCULENTA
CA-340,,Sedum cespitosum,CACTACEA/SUCULENTA
CA-341,,Sedum nussbaumerianum,CACTACEA/SUCULENTA
CA-342,,Sedum pachyphyllum,CACTACEA/SUCULENTA
TR-200,,Selenicereus anthonyanus,CACTACEA/SUCULENTA
TR-204,,Selenicereus grandiflorus,CACTACEA/SUCULENTA
ST-072,,Semele androgyna,SUBTROPICAL/TROPICAL
CA-343,,Sempervivum arachnoideum,CACTACEA/SUCULENTA
CA-344,,Sempervivum tectorum,CACTACEA/SUCULENTA
CA-296,,Senecio crassissimus,HERB_PERENNES
CA-299,,Senecio scaposus,HERB_PERENNES
TR-372,,Sorghum bicolor,HERB_PERENNES
TR-398,,Solanum mauritianum,ARBUSTO
TR-407,,Solanum muricatum,ARBUSTO
TR-408,,Solanum quitoense,ARBUSTO
TR-404,,Solanum seaforthianum,ARBUSTO
ST-229,,Soleirolia soleirolii,HERB_PERENNES
ST-099,,Sonchus canariensis,HERB_PERENNES
ST-161,,Sparmannia africana,HERB_PERENNES
TR-042,,Spondias dulcis,SUBTROPICAL/TROPICAL
CA-038,,Stapelia leendertziae f. cristata,HERB_PERENNES
CA-039,,Stapelia variegata,HERB_PERENNES
CA-273,,Stenocactus crispatus f. lamellosus,CACTACEA/SUCULENTA
CA-275,,Stenocereus alamosensis,CACTACEA/SUCULENTA
CA-276,,Stenocereus pruinosus,CACTACEA/SUCULENTA
CA-277,,Stenocereus thurberi,CACTACEA/SUCULENTA
ST-187,,Stenotaphrum secundatum 'Variegatum',HERB_PERENNES
CA-281,,Stetsonia coryne,CACTACEA/SUCULENTA
TR-340,,Streblus asper,ARBUSTO
TR-262,,Streptocarpus saxorum,SUBTROPICAL/TROPICAL
TR-015,,Strobilanthes glutinosus,HERB_PERENNES
ST-002,,Strobilanthes rankanensis,HERB_PERENNES
TR-315,,Stromanthe thalia,HERB_PERENNES
TR-309,,Stromanthe thalia 'Tricolor',HERB_PERENNES
CA-286,,Sulcorebutia tarabucoensis var. violacidermis,CACTACEA/SUCULENTA
TR-077,,Syngonium podophyllum,SUBTROPICAL/TROPICAL
ST-177,,Syzygium australe,ARBUSTO
TR-325,,Syzygium jambos,ARBUSTO
ST-178,,Syzygium paniculatum,ARBUSTO
TR-327,,Syzygium phillyreifolium,ARBUSTO
CA-287,,Tacinga inamoena,CACTACEA/SUCULENTA
TR-288,,Tamarindus indica,ARBUSTO
TR-274,,Tetradenia riparia,HERB_PERENNES
ST-035,,Tetrapanax papyrifer,HERB_PERENNES
TR-417,,Tetrastigma voinierianum,TAPIZANTE/TREPADORA
ST-164,,Thalia geniculata,HERB_PERENNES
CA-288,,Thelocactus bicolor,CACTACEA/SUCULENTA
CA-289,,Thelocactus conothelos,CACTACEA/SUCULENTA
CA-290,,Thelocactus hexaedrophorus,CACTACEA/SUCULENTA
TR-307,,Theobroma cacao,SUBTROPICAL/TROPICAL
TR-016,,Thunbergia battiscombei,TAPIZANTE/TREPADORA
TR-017,,Thunbergia coccinea,TAPIZANTE/TREPADORA
TR-322,,Tibouchina heteromalla,HERB_PERENNES
TR-321,,Tibouchina semidecandra,HERB_PERENNES
ST-088,,Tillandsia bergeri,CACTACEA/SUCULENTA
TR-195,,Tillandsia organensis,CACTACEA/SUCULENTA
CA-010,,Titanopsis calcarea,CACTACEA/SUCULENTA
TR-228,,Tradescantia sillamontana,HERB_PERENNES
TR-224,,Tradescantia spathacea,HERB_PERENNES
TR-225,,Tradescantia zanonia,HERB_PERENNES
TR-226,,Tradescantia zebrina,HERB_PERENNES
CA-011,,Trichodiadema densum,CACTACEA/SUCULENTA
TR-361,,Turnera ulmifolia,HERB_PERENNES
TR-451,,Vanilla planifolia,SUBTROPICAL/TROPICAL
CA-331,,Kalanchoe marmorata,CACTACEA/SUCULENTA
ST-227,,Visnea mocanera,ARBUSTO
TR-275,,Volkameria inermis,HERB_PERENNES
TR-196,,Vriesea splendens,SUBTROPICAL/TROPICAL
CA-293,,Weberbauerocereus johnsonii,CACTACEA/SUCULENTA
TR-120,,Wodyetia bifurcata,SUBTROPICAL/TROPICAL
ST-083,,Woodwardia radicans,HERB_PERENNES
TR-078,,Xanthosoma sagittifolium,HERB_PERENNES
TR-079,,Xanthosoma sagittifolium 'Violaceum',HERB_PERENNES
CA-345,,Xerosicyos decaryi,CACTACEA/SUCULENTA
CA-073,,Yucca gigantea,HERB_PERENNES
CA-075,,Yucca thompsoniana,HERB_PERENNES
TR-421,,Zamia furfuracea,HERB_PERENNES
TR-087,,Zamioculcas zamiifolia,HERB_PERENNES
TR-086,,Zantedeschia rehmannii,HERB_PERENNES
TR-413,,Pellionia repens,SUBTROPICAL/TROPICAL
HHEW,,Hedera helix 'Wonder',TAPIZANTE/TREPADORA
KJAG,,Kerria japonica ‘Golden Guinea’,ARBUSTO
LIMB,,"Liriope muscari""Big Blue""",HERB_PERENNES
SVUB,,Syringa vulgaris 'Belle de Nancy',ARBUSTO
HLF,,Helleborus foetidus,HERB_PERENNES
PHPE_259,,Platycodon grandiflorus 'Fuji Blue',HERB_PERENNES
PHPE_260,,Plectranthus coleoides,SUBTROPICAL/TROPICAL
PHPE_261,,Polemonium caeruleum,HERB_PERENNES
HP_007,,Polystichum rigens,HERB_PERENNES
HP_008,,Polystichum setiferum,HERB_PERENNES
PHPE_263,,Potentilla nepalensis 'Miss Willmott',HERB_PERENNES
E053A,,Rosa 'FEjim FE 12010',ARBUSTO
PHPE_265,,Pulmonaria 'De Vroomen's Pride',HERB_PERENNES
PHPE_266,,Pulmonaria 'Mrs. Kittle',HERB_PERENNES
PHPI_014,,Pulmonaria officinalis 'Sissinghurst White',HERB_PERENNES
PHPE_267,,Rheum palmatum var. tanguticum,ARBUSTO
PHPE_268,,Rheum rhabarbarum,ARBUSTO
PHPE_269,,Rheum rhabarbarum 'Red Champagne',ARBUSTO
D099B,,Rosa '00.1261.1',ARBUSTO
D071B,,Rosa '03.3202.104',ARBUSTO
AA054A,,Rosa '07.1870.1',ARBUSTO
D098B,,Rosa '07.1870.2',ARBUSTO
D013B,,Rosa '07.1870.3',ARBUSTO
A028B,,Rosa '09.8404.1',ARBUSTO
B105B,,Rosa '99.3213.4',ARBUSTO
D098A,,Rosa '99.5455.1',ARBUSTO
DP30C,,Rosa '99.5505.5',ARBUSTO
B042B,,Rosa 'Academie d'Orleans',ARBUSTO
TE1B.1,Rosa 'ADAbeyclu',Rosa 'Signature Biodiversité',ARBUSTO
D053B,,Rosa 'ADAdrghop',ARBUSTO
EB75A,,Rosa 'ADAenoy',ARBUSTO
PI_001,,Acalypha hispida,SUBTROPICAL/TROPICAL
PHPE_003,,Achillea filipendulina 'Coronation Gold',HERB_PERENNES
PHPE_004,,Achillea millefolium 'Summer Pastels',HERB_PERENNES
PHPE_005,,Achillea 'Paprika',HERB_PERENNES
PHPE_006,,Achillea 'Rainbow Lightning Pink',HERB_PERENNES
PHPE_007,,Achillea 'Red Velvet',HERB_PERENNES
E015B,,Rosa 'Boticelli',ARBUSTO
PG_001,,Acorus calamus,HERB_PERENNES
PG_002,,Acorus gramineus 'Argenteostriatus',HERB_PERENNES
PHPE_009,,Agapanthus africanus 'Blue',HERB_PERENNES
PHPE_010,,Agapanthus 'Albus',HERB_PERENNES
PHPE_011,,Agapanthus 'Blue Triumphator',HERB_PERENNES
PHPI_001,,Agapanthus 'Brilliant Blue',HERB_PERENNES
PHPE_012,,Agapanthus 'Delft Blue',HERB_PERENNES
PHPE_013,,Agapanthus 'Polar Ice',HERB_PERENNES
PHPE_014,,Agastache 'Blue Fortune',HERB_PERENNES
PHPE_015,,Agastache rugosa,HERB_PERENNES
PI_002,,Aglaonema 'Cutlass',SUBTROPICAL/TROPICAL
PI_003,,Aglaonema 'Maria Christina',SUBTROPICAL/TROPICAL
PHPE_016,,Ajuga reptans 'Burgundy Glow',HERB_PERENNES
PHPE_019,,Allium 'Globemaster',HERB_PERENNES
PHPE_020,,Allium karataviense,HERB_PERENNES
SHH_001,,Allium schoenoprasum 'Medium Leaved',HERB_PERENNES
PHPE_021,,Allium ursinum,HERB_PERENNES
PHPE_022,,Alstroemeria aurea 'Lutea',HERB_ANUAL
PHPE_023,,Alstroemeria 'Majestic Henri',HERB_ANUAL
SHH_010,,Alyssum 'Clear Crystal',HERB_PERENNES
PHPE_024,,Alyssum montanum 'Berggold',HERB_PERENNES
PHPE_025,,Alyssum saxatile 'Sulphureum',HERB_PERENNES
PHPE_026,,Anacyclus pyrethrum var. depressus,HERB_PERENNES
PHPE_028,,Anemone japonica 'Andrea Atkinson',HERB_ANUAL
PHPE_029,,Anemone japonica 'Honorine Jobert ',HERB_ANUAL
PI_005,,Anthurium 'Diamond Red',SUBTROPICAL/TROPICAL
PHPE_030,,Aquilegia 'Barlow Blue',HERB_PERENNES
PHPE_033,,Aquilegia 'Songbird',HERB_PERENNES
PHPE_034,,Aquilegia 'Winky Blue and White',HERB_PERENNES
TR-005,,Justicia adhatoda,SUBTROPICAL/TROPICAL
E015A,,Rosa 'WR/AM-939-FLO',ARBUSTO
E065A,,Rosa 'ORAdassac ORA 152-757',ARBUSTO
PHPE_038,,Armeria pseudarmeria 'Ballerina Red',HERB_PERENNES
JAX,Jazmines,Jasminum sp,ARBUSTO
SHH_002,,Artemisia absinthium 'Wormwood',HERB_PERENNES
PHPE_041,,Aruncus dioicus 'Kneiffii',HERB_PERENNES
PHPE_042,,Aruncus dioicus 'Whirlwind',HERB_PERENNES
PHPE_043,,Asclepias incarnata 'Soulmate',HERB_PERENNES
PHPE_044,,Asclepias tuberosa,HERB_PERENNES
PHPE_046,,Aspidistra elatior 'Variegata',HERB_PERENNES
PHPE_047,,Aster dum. 'Anneke',HERB_PERENNES
E062A,,Rosa 'ORAgidel ORA 150-700',ARBUSTO
PHPE_049,,Aster novae-angliae 'Andenken an Alma Poetschke',HERB_PERENNES
PHPE_050,,Aster novae-angliae 'Constance',HERB_PERENNES
PHPE_051,,Aster novae-angliae 'Purple Dome',HERB_PERENNES
PHPE_052,,Astilbe chin. 'Alive and Kicking',HERB_PERENNES
PHPE_053,,Astilbe jap. 'Bonn',HERB_PERENNES
HP_001,,Athyrium filix-femina 'Frizelliae',HERB_PERENNES
PHPE_054,,Baptisia australis,HERB_PERENNES
SHH_013,,Begonia semperflorens 'Super Olympia',HERB_ANUAL
PI_006,,Begonia venosa,HERB_ANUAL
PHPE_056,,Begonia x boliviensis 'Santa Cruz',HERB_ANUAL
PI_007,,Beloperone guttata 'Red',SUBTROPICAL/TROPICAL
PHPE_057,,Bergenia cordifolia 'Rotblum',HERB_PERENNES
PHPE_058,,Bergenia 'Dragonfly Angel Kiss',HERB_PERENNES
PHPE_059,,Bletilla striata,HERB_PERENNES
SHH_019,,Brassica oleracea 'Nagoya',HERB_ANUAL
SHH_020,,Brassica oleracea 'Osaka',HERB_ANUAL
PHPE_061,,Brunnera macrophylla,HERB_PERENNES
PHPE_063,,Brunnera macrophylla 'Variegata',HERB_PERENNES
PHPE_064,,Calamagrostis x acutiflora 'Karl Foerster',HERB_PERENNES
PI_008,,Calathea crotalifera,SUBTROPICAL/TROPICAL
PI_010,,Calathea 'Gemengd',SUBTROPICAL/TROPICAL
PI_012,,Calathea zebrina,SUBTROPICAL/TROPICAL
PHPE_065,,Calibrachoa hybrida,HERB_PERENNES
PHPE_066,,Campanula glomerata 'Emerald',HERB_PERENNES
PHPI_003,,Campanula glomerata 'Genti Blue',HERB_PERENNES
PHPE_067,,Campanula glomerata var. dahurica,HERB_PERENNES
PHPI_004,,Campanula pers. 'Cornish Mist',HERB_PERENNES
PHPE_068,,Campanula persicifolia,HERB_PERENNES
PHPE_069,,Campanula persicifolia 'La Belle Blue',HERB_PERENNES
PHPE_071,,Campanula poscharskyana,HERB_PERENNES
PHPE_072,,Canna 'Giant Orange',HERB_PERENNES
PHPE_073,,Canna 'Inferno',HERB_PERENNES
PHPE_074,,Canna 'Red Stripe',HERB_PERENNES
PHPE_075,,Canna 'Verdi',HERB_PERENNES
PHPE_076,,Capsicum annuum 'Medusa',HERB_ANUAL
PG_004,,Carex buchananii 'Red Rooster',HERB_PERENNES
PG_006,,Carex hachijoensis 'Ice Cream',HERB_PERENNES
PG_009,,Carex testacea 'Prairie Fire',HERB_PERENNES
PHPE_079,,Catananche caerulea,HERB_PERENNES
SHH_015,,Celosia plumosa 'Dragon's Breath',SUBTROPICAL/TROPICAL
SHH_016,,Celosia plumosa 'Fresh Look',SUBTROPICAL/TROPICAL
PHPE_083,,Centaurea montana,HERB_PERENNES
PHPE_084,,Cerastium tomentosum var. columnae 'Silberteppich',HERB_PERENNES
SHH_017,,Chrysanthemum paludosum 'Snowland',HERB_ANUAL
PHPE_085,,Cineraria marítima 'Silverdust',HERB_PERENNES
SHH_021,,Coleus 'Fairway',HERB_PERENNES
PHPE_086,,Coleus 'Premium Sun',HERB_PERENNES
SHH_023,,Coreopsis 'Early Sunrise',HERB_PERENNES
PHPE_087,,Coreopsis grandiflora 'Schnittgold',HERB_PERENNES
PHPE_088,,Coreopsis verticilata 'Firefly',HERB_PERENNES
PHPE_089,,Coreopsis verticilata 'Moonbeam',HERB_PERENNES
PHPE_091,,Crocosmia 'Emily McKenzie',HERB_PERENNES
PHPE_092,,Crocosmia 'George Davidson',HERB_PERENNES
PI_013,,Cryptanthus bivittatus 'Pink Starlite',SUBTROPICAL/TROPICAL
PI_014,,Cryptanthus mix,SUBTROPICAL/TROPICAL
PI_015,,Cryptanthus 'Red Star',SUBTROPICAL/TROPICAL
PI_016,,Cryptanthus 'Rubin Star',SUBTROPICAL/TROPICAL
PHPE_095,,Cyclamen coum,HERB_PERENNES
PHPE_096,,Cyclamen hederifolium,HERB_PERENNES
PHPE_097,,Cyclamen persicum,HERB_PERENNES
PHPE_099,,Delphinium grandiflorum 'Blauer Zwerg',HERB_PERENNES
PHPE_100,,Delphinium 'Pacific',HERB_PERENNES
PHPE_101,,Deschampsia cespitosa,HERB_PERENNES
E012A,,Rosa 'CROsoran',ARBUSTO
PHPE_102,,Dianthus deltoides 'Brillant',HERB_PERENNES
PHPE_103,,Dianthus plumarius fl. pl,HERB_PERENNES
PHPE_104,,Dicentra eximia 'Stuart Boothman',HERB_PERENNES
PHPE_105,,Dicentra formosa,HERB_PERENNES
PHPE_106,,Dicentra spectabilis,HERB_PERENNES
PI_017,,Dieffenbachia amoena 'Camilla',SUBTROPICAL/TROPICAL
PI_018,,Dieffenbachia seguine 'Tropic Snow',SUBTROPICAL/TROPICAL
PHPE_108,,Digitalis purpurea 'Gloxiniaeflora',HERB_PERENNES
PHPE_109,,Mandevilla hybrida,TAPIZANTE/TREPADORA
PI_019,,Dracaena fragans 'Limon Lime',SUBTROPICAL/TROPICAL
HP_003,,Dryopteris affinis,HERB_PERENNES
HP_004,,Dryopteris filix-mas,HERB_PERENNES
PHPE_110,,Echinacea purpurea,HERB_PERENNES
PHPI_006,,Echinacea purpurea 'Augustkönigin',HERB_PERENNES
E031A,,Rosa 'AM-932-FLO',ARBUSTO
PHPE_112,,Echinacea purpurea 'Magnus',HERB_PERENNES
PHPE_113,,Echinacea purpurea 'Pink Double Delight',HERB_PERENNES
PHPE_114,,Echinops  ritro 'Veitch's Blue',HERB_PERENNES
PHPE_115,,Echinops ritro,HERB_PERENNES
PI_024,,Epipremnum pinnatum 'Golden Pothos',SUBTROPICAL/TROPICAL
PHPE_117,,Eragrostis spectabilis,HERB_PERENNES
PHPE_118,,Erigeron speciosus 'Rosa Juwel',HERB_PERENNES
PHPE_119,,Eryngium planum,HERB_PERENNES
PHPE_120,,Eryngium planum 'Blauer Zwerg',HERB_PERENNES
PHPI_007,,Eryngium planum 'Jade Frost',HERB_PERENNES
PHPE_123,,Euphorbia amygdaloides 'Purpurea',HERB_PERENNES
PHPE_124,,Euphorbia hypericifolia,HERB_PERENNES
PHPE_125,,Euphorbia polychroma,HERB_PERENNES
JSU,Jacobina,Jacobinia suberecta,ARBUSTO
PG_010,,Festuca glauca 'Elijah Blue',HERB_PERENNES
PI_027,,Ficus benjamina 'Columnar',SUBTROPICAL/TROPICAL
PI_029,,Ficus benjamina 'Danielle',SUBTROPICAL/TROPICAL
PI_031,,Ficus benjamina 'Exotica',SUBTROPICAL/TROPICAL
PI_032,,Ficus benjamina 'Midnight Lady',SUBTROPICAL/TROPICAL
PI_033,,"Ficus binnendykii ""Alii""",SUBTROPICAL/TROPICAL
PI_034,,"Ficus binnendykii ""Amstel King""",SUBTROPICAL/TROPICAL
PHPE_127,,Filipendula rubra 'Venusta Magnifica',HERB_PERENNES
PHPE_128,,Filipendula ulmaria 'Variegata',HERB_PERENNES
PHPE_129,,Filipendula vulgaris 'Plena',HERB_PERENNES
PHPE_131,,Foeniculum vulgare 'Purpureum',HERB_PERENNES
PHPE_132,,Fuchsia magellanica 'Ricartonii',HERB_PERENNES
PHPE_133,,Gaillardia aristata 'Kobold',HERB_PERENNES
SHH_024,,Gaillardia 'Arizona Sun',HERB_PERENNES
SHH_025,,Gazania 'Kiss',HERB_PERENNES
SHH_026,,Gazania 'New Days',HERB_PERENNES
PHPE_137,,Geranium cantabrigiense 'Karmina',HERB_PERENNES
PHPE_138,,Geranium himalayense,HERB_PERENNES
PHPE_139,,Geranium 'Johnson's Blue',HERB_PERENNES
PHPE_140,,Geranium macrorrhizum 'Spessart',HERB_PERENNES
PHPE_141,,Geranium oxonianum 'Sherwood',HERB_PERENNES
PHPE_142,,Geranium phaeum 'Samobor',HERB_PERENNES
PHPE_143,,Geranium 'Rozanne',HERB_PERENNES
PHPE_146,,Geranium sanguineum 'Pink Summer',HERB_PERENNES
PHPE_147,,Geum chiloense 'Lady Stratheden',HERB_PERENNES
PHPE_148,,Geum 'Mrs. Bradshaw',HERB_PERENNES
PI_037,,Gloriosa 'Triangle',SUBTROPICAL/TROPICAL
PHPE_149,,Gypsophila paniculata 'Festival Pink',HERB_PERENNES
PG_011,,Hakonechloa macra 'All Gold',HERB_PERENNES
PHPE_152,,Helenium 'Biedermeier',HERB_PERENNES
PHPE_153,,Helianthemum nummularium 'Mutabile',HERB_ANUAL
PHPE_154,,Heliopsis 'Asahi',HERB_PERENNES
PHPE_155,,Heliopsis helianthoides var. scabra 'Sommersonne',HERB_PERENNES
PHPE_156,,Helleborus orientalis 'Double Ellen Green',HERB_PERENNES
PHPE_157,,Hemerocallis 'Arabian Magic',HERB_PERENNES
PHPE_159,,Hemerocallis 'Fulva',HERB_PERENNES
PHPE_162,,Hemerocallis 'Stella d'Oro',HERB_PERENNES
PHPI_008,,Hemerocallis 'Red Precious',HERB_PERENNES
PHPI_009,,Heuchera 'Caramel',HERB_PERENNES
PHPI_010,,Heuchera 'Lime Marmalade',HERB_PERENNES
PHPI_011,,Heuchera 'Peach Flambé',HERB_PERENNES
PHPE_163,,Hosta 'Albopicta',HERB_PERENNES
PHPE_164,,Hosta 'Alligator Alley',HERB_PERENNES
PHPE_166,,Hosta 'Aureomarginata',HERB_PERENNES
PHPE_167,,Hosta 'Blue Angel',HERB_PERENNES
PHPE_168,,Hosta 'Devon Green',HERB_PERENNES
PHPE_169,,Hosta 'Frosted Jade',HERB_PERENNES
PHPE_170,,Hosta 'Gold Standard',HERB_PERENNES
PHPE_171,,Hosta 'Grand Marquee',HERB_PERENNES
PHPI_012,,Hosta sieboldiana 'Elegans',HERB_PERENNES
PI_039,,Hoya carnosa 'Compacta',TAPIZANTE/TREPADORA
PI_040,,Hoya carnosa 'Gracilis',TAPIZANTE/TREPADORA
PHPE_343,,Iris bulleyana,HERB_PERENNES
PI_043,,Hoya carnosa 'Tricolor',TAPIZANTE/TREPADORA
PHPE_173,,Hypericum calycinum 'Senior',HERB_PERENNES
PHPE_174,,Hypericum polyphyllum 'Grandiflorum',HERB_PERENNES
E014A,,Rosa 'AM-931-FLO',ARBUSTO
PHPE_175,,Hyssopus officinalis,HERB_PERENNES
PHPE_176,,Iberis sempervirens 'Appen-Etz',HERB_PERENNES
PHPE_177,,Impatiens walleriana 'Beacon',HERB_ANUAL
PHPE_178,,Inula helenium,HERB_PERENNES
PHPE_179,,Iris ensata 'Angel Mountain',HERB_PERENNES
PHPE_180,,Iris germanica 'Alcazar Lavendelblauw',HERB_PERENNES
PHPE_181,,Iris kaempferi,HERB_PERENNES
PHPE_182,,Iris pallida 'Albo Variegata',HERB_PERENNES
PHPE_183,,Iris pallida 'Aureo Variegata',HERB_PERENNES
A042A,,Rosa 'ADAkdix',ARBUSTO
PHPE_186,,Iris sibirica 'Blue King',HERB_PERENNES
PHPE_188,,Iris sibirica 'Having Fun' Iris sibirica 'Wildform,HERB_PERENNES
PHPE_187,,Iris sibirica 'Having Fun',HERB_PERENNES
PHPE_189,,Iris versicolor,HERB_PERENNES
PHPE_191,,Iris versicolor 'Kermesina',HERB_PERENNES
PHPE_192,,Kniphofia 'Alcazar',HERB_PERENNES
PHPE_193,,Kniphofia 'Incandensce',HERB_PERENNES
PHPE_194,,Kniphofia uvaria 'Flamenco',HERB_PERENNES
PHPE_195,,Lantana montevidensis,ARBUSTO
PHPE_197,,Lavandula angustifolia 'Munstead',ARBUSTO
PHPE_198,,Leucanthemum 'Alaska',HERB_PERENNES
PHPE_199,,Leucanthemum 'Snow Lady',HERB_PERENNES
D100A,Rosal 'Crimson Glory',Rosa 'Crimson Glory',ARBUSTO
PHPE_202,,Linum perenne 'Nanum Album Diamant',HERB_PERENNES
PG_013,,Liriope muscari 'Ingwersen',HERB_PERENNES
PHPE_205,,Lobelia 'Crimson Princess',HERB_PERENNES
PHPE_206,,Lobelia 'Riviera',HERB_PERENNES
PHPE_208,,Lupinus 'My Castle',HERB_PERENNES
PHPE_209,,Lupinus 'Noble Maiden',HERB_PERENNES
PHPE_210,,Lupinus perennis 'Russell Band of Nobles',HERB_PERENNES
PHPE_211,,Lupinus 'The Chatelaine',HERB_PERENNES
PHPE_212,,Lupinus 'The Governor',HERB_PERENNES
PHPE_213,,Lupinus 'The Pages',HERB_PERENNES
PHPE_216,Lychnis coronaria,Silene coronaria,HERB_PERENNES
PHPE_217,,Silene flos-cuculi,HERB_PERENNES
PHPE_218,,Silene viscaria 'Plena',HERB_PERENNES
PHPE_219,,Lysimachia nummularia 'Goldilocks',HERB_PERENNES
PHPE_220,,Lysimachia punctata 'Alexande',HERB_PERENNES
PHPE_221,,Lythrum salicaria 'Robert',HERB_PERENNES
PHPE_222,,Lythrum salicaria 'Swirl',HERB_PERENNES
PI_045,,Medinilla magnifica 'Chef Fleur',SUBTROPICAL/TROPICAL
PHPE_225,,Miscanthus sinensis 'Adagio',HERB_PERENNES
PHPE_226,,Miscanthus sinensis 'Gracillimus',HERB_PERENNES
PHPE_227,,Miscanthus sinensis 'Malepartus',HERB_PERENNES
PHPE_229,,Miscanthus sinensis 'Zebrinus',HERB_PERENNES
PG_018,,Molinia arund. 'Karl Foerster',HERB_PERENNES
PHPE_230,,Monarda 'Bee-Free',HERB_PERENNES
PHPE_231,,Monarda didyma,HERB_PERENNES
PHPE_232,,Monarda didyma 'Cambridge Scarlet',HERB_PERENNES
PHPE_233,,Monarda 'Gardenview Scarlet',HERB_PERENNES
PI_047,,Monstera other 'Minima Op Rek',HERB_PERENNES
PHPE_235,,Myosotis palustris,HERB_PERENNES
PI_044,,Maranta leuconeura 'Fascinator',SUBTROPICAL/TROPICAL
PHPE_236,,Nepeta x faassenii 'Senior',HERB_PERENNES
PHPE_237,,Nepeta x faassenii 'Six Hills Giant',HERB_PERENNES
HP_005,,Nephrolepis exaltata 'Boston',HERB_PERENNES
SHH_005,,Ocimum basilicum 'Ever Leaf',HERB_PERENNES
SHH_004,,Ocimum basilicum 'Gecom',HERB_PERENNES
PHPE_241,,Pachysandra terminalis 'Green Sheen',TAPIZANTE/TREPADORA
PHPE_242,,Paeonia lact. 'Adolphe Rousseau',HERB_PERENNES
PHPE_243,,Paeonia off. 'Rosea Superba',HERB_PERENNES
PG_021,,Panicum virgatum 'Prairie Sky',HERB_PERENNES
PHPE_245,,Panicum virgatum 'Warrior',HERB_PERENNES
PHPE_246,,Papaver orientale 'Beauty of Livermere',HERB_PERENNES
PHPE_248,,Penstemon 'Appleblossom',HERB_PERENNES
PHPE_249,,Penstemon 'Huskers Red',HERB_PERENNES
PHPE_250,,Pentas lanceolata 'Graffiti',HERB_PERENNES
SHH_006,,Petroselinum crispum,HERB_PERENNES
SHH_007,,Petroselinum crispum 'Curledç',HERB_PERENNES
PG_022,,Phalaris arundinacea 'Feesey',HERB_PERENNES
PHPE_254,,Phlox paniculata 'Laura',HERB_PERENNES
PHPE_255,,Phlox subulata 'Scarlet Flame',HERB_PERENNES
HP_006,,Phyllitis scolopendrium,HERB_PERENNES
TR-468,,Strobilanthes anisophyllus,HERB_PERENNES
PHPE_258,,Physostegia virginiana 'Rosea',HERB_PERENNES
B067B,,Rosa 'ADAfualo',ARBUSTO
B049A,,Rosa 'Adair Roche',ARBUSTO
D043B,,Rosa 'ADAlocop',ARBUSTO
TC2A.1,,Rosa 'ADAphyri',ARBUSTO
D019B,,Rosa 'ADAquachateau',ARBUSTO
B019B,,Rosa 'ADAstridalo',ARBUSTO
TR-289,,Inga feuilleei,SUBTROPICAL/TROPICAL
B068B,,Rosa 'Adolf Horstmann',ARBUSTO
SP21,,Rosa agrestis Savi,ARBUSTO
H14D,,Rosa 'Aimmée Vivert',ARBUSTO
FT04E,,Rosa 'Alain Cl.',ARBUSTO
D041B,Rosa 'ALB 95/1',Rosa 'Angel Eyes',ARBUSTO
H05A,,Rosa alba L.,ARBUSTO
PHPE_271,,Rudbeckia fulgida 'Goldsturm',HERB_PERENNES
SHH_028,,Rudbeckia hirta 'Toto',HERB_PERENNES
PHPE_272,,Sagina subulata,HERB_PERENNES
PI_048,,Saintpaulia spectra 'Mix',HERB_ANUAL
PHPE_273,,Salvia microphylla 'Hot Lips',HERB_PERENNES
ILAL,Acebo,Ilex x altaclerensis,ARBUSTO
PHPE_275,,Salvia officinalis 'Icterina',HERB_PERENNES
PHPE_276,,Salvia officinalis 'Purpurascens',HERB_PERENNES
SHH_029,,Salvia splendens 'Vista',HERB_PERENNES
B077A,,Rosa 'Alec Rose',ARBUSTO
FM05,,Rosa 'Alejandra Conde',ARBUSTO
B024A,,Rosa 'Alexander',ARBUSTO
B089B,,Rosa 'Alezane',ARBUSTO
FT20I,,Rosa 'Allen Chandler',ARBUSTO
AA64A,,Rosa 'Allgold Cl.',ARBUSTO
AB63C,,Rosa 'Aloha Cl.',ARBUSTO
B020A,,Rosa 'Alpine Sunset',ARBUSTO
B022B,,Rosa 'Altair',ARBUSTO
